Ensembl,Gene_name,P8_4_Lps3,P8_4_Lps5,P8_4_Lps4,P7_4_Lps1,P7_4_Lps2,P4_5_Lps2,P4_5_Lps3,P4_5_Lps1,P7_4_Ctrl1,P7_4_Ctrl2,P8_4_Ctrl3,P8_4_Ctrl4,P8_4_Ctrl5,P4_5_Ctrl1,P4_5_Ctrl3,P4_5_Ctrl2
ENSMUSG00000092415,Gm20513,2,2,1,4,0,0,0,1,1,0,0,1,0,0,1,0
ENSMUSG00000092242,Gm20515,2.00067,3,2.00046,1,0,1,0,0,2.00312,2.00025,2.00025,4.00035,1.00028,0,0,3
ENSMUSG00000023984,Gm20517,105.56412,90.97792,54.58091,36.36469,14.87384,33.64618,9.19966,56.75031,50.23366,26.4796,119.2304,141.52971,125.90898,70.61035,10.78361,28.27592
ENSMUSG00000092470,Gm20518,23.6201,34.1315,21.5953,15.9917,30.5869,10.5818,0,32.7813,10.8322,28.0962,27.593,35.1248,31.4832,16.5461,0,14.0242
ENSMUSG00000092261,Gm20519,4.33866,4.32032,5.30721,4.31769,6.53786,1.09025,9.85767,8.45989,2.10883,9.88049,10.7454,16.2621,4.31358,7.50753,2.15595,3.23781
ENSMUSG00000092232,Gm20521,16.641,47.7018,91.1799,0,8.36943,0,0,42.4154,16.6716,17.4889,40.5931,56.7379,38.8283,22.6754,90.395,13.4179
ENSMUSG00000092241,Gm20522,23.1346,16.1201,20.2516,15.1295,9.39541,11.0642,7.53152,26.0756,10.7767,20.893,28.7777,43.6348,33.121,19.7106,0,12.5452
ENSMUSG00000092172,Gm20523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092343,Gm20525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092435,Gm20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092220,Gm20528,0,0,1.89801,0,0,0,0,0,0,0,0,0,0,0,6.1909,1.67561
ENSMUSG00000092218,Gm20529,2.65106,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18064,0
ENSMUSG00000092304,Gm20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092482,Gm20531,3.35443,1.12011,1.13877,0,0,0,0,1.13963,2.31332,1.11385,1.1445,0,1.16596,1.14542,0,0
ENSMUSG00000092356,Gm20532,6.58E-08,0,1.03E-08,0,11.673,0,1.25E-06,0,0,0,0,0,0,9.92E-09,0,0
ENSMUSG00000092588,Gm20534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092373,Gm20535,9.63334,5.3597,1.0798,1.37215,0,2.61885,0,1.06289,1.09049,7.0057,8.27161,15.5447,3.30512,2.32305,14.0295,0
ENSMUSG00000092386,Gm20536,0,0,0,0,0,0,0.00194895,0,0,0,0,0,0,0,0,0
ENSMUSG00000092541,Gm20537,9.88065,18.6878,13.6903,3.37367,11.9635,0,15.7407,12.4937,11.8462,19.7172,25.6245,27.6566,19.5239,18.4248,16.829586,17.98191
ENSMUSG00000091471,Gm20538,0,0,5.40125,2.0522,0,0,0,0,0,7.42333,0,7.81995,0,0,0,4.99426
ENSMUSG00000092353,Gm20539,17.1974,24.0249,9.70541,10,12.5937,3.81551,6.59765,7.97881,7,23.5432,13.0105,36.5292,18.1576,7.32724,0,4.75135
ENSMUSG00000092268,Gm20540,6,4,3,1,7,0,17,1,0,5,2,5,5,0,0,0
ENSMUSG00000092390,Gm20541,12.1092,5.08533,4.04229,2.02103,2.05812,3.02399,0,19.5136,7.2298,8.21467,16.4659,10.0983,5.11534,3.02165,3.15559,1.01332
ENSMUSG00000092513,Gm20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092295,Gm20543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092569,Gm20544,24.291,28.1717,35.0501,28.4754,22.6556,16.8715,13,32.74,30.9504,82.8217,47.7626,62.8845,53.9234,18.6046,3,11.9333
ENSMUSG00000092428,Gm20545,0,0,0,0,0,0,0,0,0,3.19541,3.03762,0,0,0,0,0
ENSMUSG00000092392,Gm20546,26.699,29.3219,29.2303,18.0518,22.4905,23.8401,27.0082,46.1452,21.6219,37.0727,32.0604,58.4102,32.3578,67.6583,56.3862,39.4282
ENSMUSG00000092511,Gm20547,86.0792,74.89930627,78.42540859,47.9820048,93.5917,0,13.5507,41.6484265,3.56419,6.684722033,33.03253,46.62185273,0,0.325956,0,9.92671
ENSMUSG00000092354,Gm20548,55.4437,50.92222,28.1349,29.89236,23.25738,14.39258,0,21.41177,24.89249,45.02486,68.0287,71.19859,45.74008,20.26161,17.74312,9.11505
ENSMUSG00000092377,Gm20549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093587,Gm20554,46.4716,55.977,41.9951,42.1811,52.5643,15.9075,22.6522,56.7354,59.7923,131.719,121.796,110.363,71.8364,71.8796,29.5891,37.1433
ENSMUSG00000095717,Gm2056,0,0,0,0,0,0,0,0.534232,0,0,0,2.14329,0.525936,0,0,0
ENSMUSG00000059511,Gm20563,0,0,0,0,0,4.14325,0,0,0,0,0,0,0,0,3.26373,0
ENSMUSG00000098082,Gm20574,28,23,20,18,14,3,9,18,7,18,24,22,16,11,0,6
ENSMUSG00000074903,Gm2058,14.4377,6.80601,6.80068,3.44422,8.44335,3.44546,10.6348,6.00594,11.0203,19.9584,20.004,27.2674,27.2851,6.31601,29.5279,6.0552
ENSMUSG00000096887,Gm20594,1.10217,0,2.18135,0,0,0,1.09052,1.09124,1.11283,0,0,2.21359,0,0,0,0
ENSMUSG00000097432,Gm20603,196.69,174.216,164.171,122.685,173.494,30.2273,8.13112,82.0382,6.56001,11.6046,15.7117,19.2421,9.02579,8.12389,25.0684,20.8815
ENSMUSG00000041716,Gm20604,315.067,287.844,300.761,144.96,199.417,126.57,104.343,327.323,261.489,383.073,440.222,613.089,383.026,339.402,243.974,246.829
ENSMUSG00000029720,Gm20605,648.933,581.617,683.909,474.274,565.942,140.612,0,319.459,259.605,792.979,779.895,1372.39,712.944,263.141,5.00143,239.175
ENSMUSG00000093732,Gm20609,0,1.05625,0,2.00351,2.00375,1.01173,0,1.01321,2.00813,1.02254,1.09274,2.14001,3.13121,2.01613,0,0
ENSMUSG00000097615,Gm2061,0,2,0,2,0,0,0,0,0,0,0.115348,0,0,0,0,0
ENSMUSG00000093573,Gm20610,2,1,1,1,0,0,0,3,0,1.34332,1,2.03695,0,1,0,1
ENSMUSG00000093568,Gm20611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000093722,Gm20612,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0
ENSMUSG00000093544,Gm20613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093649,Gm20614,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000093381,Gm20615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093628,Gm20616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000093658,Gm20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000093675,Gm20618,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
ENSMUSG00000093482,Gm20619,0,1,1,2,0,0,0,0,0,1,1,3,0,0,0,0
ENSMUSG00000093473,Gm20620,0,1.00124,0,0,0,0,0,0,2.00173,0,1.00161,2.00177,1.00054,0,1.00038,0
ENSMUSG00000093394,Gm20621,2.000001,0,0,2,3,1,0,5.000002,2.000001,5,6,7.000002,5,18,1,5
ENSMUSG00000093489,Gm20625,51.6617,76.5726,43.38,30.3785,54.6112,18.5294,0,58.7123,11.6508,78.0679,68.4366,125.379,93.8953,55.3129,21.4668,13.12
ENSMUSG00000093507,Gm20627,22.64688,21.00004,18.99999,8,6.9464,15.528,10,37.4594,13.77716,29,42.8121,62.6373,39,38.336,27.99996,25.99999
ENSMUSG00000093656,Gm20628,23.1637,17.0415,13.0717,9.98064,9.93861,8.76103,0,28.5962,16.4645,30.0759,33.9058,50.8643,18.6839,28.7148,7.09003,15.343
ENSMUSG00000093479,Gm20629,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000093563,Gm20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093650,Gm20631,20.3982,31.6176,21.791,11.31021,17.4256,12.1998,1.07056,12.36309,12.95916,34.86952,36.44541,48.854835,39.18686,26.54584,12.373,18.58423
ENSMUSG00000093577,Gm20632,208.369,201.92,211.66,108.761,125.157,156.516,46.5153,311.079,136.354,261.235,343.641,438.075,229.919,347.656,212.566,207.417
ENSMUSG00000093553,Gm20633,106.612,105.816,89.4928,54.9926,65.8256,65.508,5.04021,149.612,70.1513,168.99,175.088,235.465,158.549,167.571,56.9464,87.05
ENSMUSG00000070392,Gm20634,1541.81,1325.26,1170.82,687.368,807.205,778.311,769.075,2095.95,856.993,1662.68,2212.22,3435.45,2067.93,2153.31,1490.72,1522.66
ENSMUSG00000093720,Gm20635,4.7959,1.81057,0.519783,1.03957,0,1,0,4.69794,1.80656,6.77254,5.33756,4.38394,3,0,0,4.73467
ENSMUSG00000093637,Gm20636,8.19501,11.7063,13.3981,3.32499,4.27909,2.25153,12,6.40924,8.7347,21.9764,19.16,25.0444,10.5929,14.77,0,4.41151
ENSMUSG00000093687,Gm20637,6.11691,10.8101,8.89881,6.87731,1.57528,3.61339,2.10327,7.94648,8.56185,7.41489,6.01597,10.5409,7.27356,1.53601,0,2.02201
ENSMUSG00000093410,Gm20638,1,1,0,0,0,1,0,2,0,2,0,2,0,4,8,7
ENSMUSG00000093556,Gm20641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093383,Gm20642,0,1,0,1.00512,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000093590,Gm20643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093673,Gm20644,29.1439,29.5617,15.3794,7.29612,17.3839,11.4171,8.05085,29.4225,18.0247,34.357,32.0554,30.3073,22.0506,20.3941,12.5064,13.5241
ENSMUSG00000093436,Gm20646,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000093400,Gm20647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000093779,Gm20648,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
ENSMUSG00000093662,Gm20649,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0
ENSMUSG00000093768,Gm20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093492,Gm20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ENSMUSG00000093390,Gm20652,8.9066,6.8554,1.15637,6.79033,7.63091,3.50941,0,10.7444,6.86836,11.2971,6.91862,10.8727,2.28626,7.98643,0,1.65973
ENSMUSG00000093672,Gm20655,28.95299,18.0814,26.0183,10.5776,11.1239,8.431252,19.3696,24.31032,12.09777,8.517026,36.03372,49.22375,20.8714,13.072672,0,20.7223
ENSMUSG00000093671,Gm20656,3.28258,25.5197,7.38148,21.0864,0,6.40913,11.5212,5.75299,20.2202,41.1828,13.9128,41.0031,27.1012,0,13.0106,9.07703
ENSMUSG00000093484,Gm20657,102.691,99.9623,88.1632,39.6708,76.7744,22.7366,39.2995,57.3173,68.6898,127.088,139.948,148.904,85.5393,17.8456,0,43.1143
ENSMUSG00000093765,Gm20658,20.00003,9,16.99999,1,2,2,2,5,2,3,18,19.00001,16,9,49,7
ENSMUSG00000093467,Gm20659,0,0,0,0,8.68246,9.88724,1.07761,0,0,0,0,0,0,0.796486,0,6.72325
ENSMUSG00000081224,Gm2066,0,0,0,0,0,0,0,0,0,0,0,0.226043,0,0,0,0
ENSMUSG00000093541,Gm20660,0,4.52737,3.17197,0,1.27854,0,0.352703,2.13493,1.34426,7.85176,4.67921,8.50689,2.13389,7.91365,4.03415,1.54208
ENSMUSG00000079323,Gm20661,23.4234,22.67675,11.091547,10.24827,9.47121,5.374387,0,11.2304,14.62611,20.77789,15.68623,24.33378,11.847986,4.438506,5.72593,4.55515
ENSMUSG00000093456,Gm20662,0,0,4.69815,0,0,0,9.44069,3.72273,4.43228,6.64256,2.00299,15.82277,2.70605,0,5.84435,0
ENSMUSG00000093378,Gm20663,31.6507,17.7992,24.2079,26.4392,32.0798,11.3928,9.34443,9.48125,13.7693,28.6729,25.225,20.8862,19.1543,9.69673,37.0714,3.4433
ENSMUSG00000093726,Gm20667,18.7565,18,13.0077,20.016,27,3,0,6.00347,23.92,53.9761,33.6897,33.741,29.0236,9.62743,0,11
ENSMUSG00000093574,Gm20671,0,1.34E-06,0.734496,0,3.70E-07,0,0,0,0,0,6.35076,0,0,0,31.6579,0
ENSMUSG00000093741,Gm20672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093747,Gm20673,0,1.09602,1.15685,0,1.00099,0,1.95698,1.69961,2.0038,7.67971,1.03488,0,1.09835,1.00139,0,0
ENSMUSG00000093547,Gm20674,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000093744,Gm20675,1,0,1,2,3,3,0,1,1,3,5,7,5,0,0,0
ENSMUSG00000093766,Gm20679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093682,Gm20681,16.5236,16.7772,4.74524,14.8376,14.4095,6.93291,21.6905,31.1167,7.92187,20.4486,25.9292,48.6807,22.5815,10.9623,2.07861,14.9703
ENSMUSG00000093465,Gm20682,0,3,1,0,1,0,0,4,0,0,5,1,0,1,0,1
ENSMUSG00000093593,Gm20683,93.4214,169.803,104.201,81.7603,76.975,67.437,46.4465,172.5,105.135,193.807,246.925,338.833,225.061,175.381,98.7931,178.293
ENSMUSG00000093405,Gm20684,2,4,2,2,1,1,0,2,0,1,4,8,2,0,0,4
ENSMUSG00000093380,Gm20685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093697,Gm20686,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000093458,Gm20688,2,2,3,1,2,0,0,0,1,1,0,0,1,0,0,0
ENSMUSG00000093384,Gm20689,17.8776,68.1463,47.5327,13.4253,37.6955,0,0,0,0,24.359,0.47324,7.5825,14.9156,2.92065,0,17.6943
ENSMUSG00000093730,Gm20690,3,2.87242,1,2,1,1,0,0,1,1.87242,4,3.61727,1.74484,1,0,1
ENSMUSG00000093505,Gm20691,4.66108,3.95709,49.9415,0,0,0,0,0,2.75624,0,3.0577,3.49778,15.6337,0,56.1518,4.43078
ENSMUSG00000093739,Gm20692,9,10,7,4,3,9,0,7,16,6,8,8,7,11,7,6
ENSMUSG00000093614,Gm20693,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0
ENSMUSG00000093446,Gm20694,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000093575,Gm20695,26.8637,18.49726,7.77504,11.1331,11.5556,5.26519,0,20.0264,0,22.8726,16.5431,22.2789,17.9834,4.06242,0,5.53901
ENSMUSG00000030068,Gm20696,0,3.59578,2.41757,1.09545,0,0,0,0,0,0,2.35728,0,3.30115,0,0,0
ENSMUSG00000093414,Gm20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093502,Gm20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093758,Gm20701,0,0,0,0,0,1,0,2,0,2,0,0,1,2,0,1
ENSMUSG00000093437,Gm20702,4.51348,1.60023,0,3.13115,3.87864,1.52916,0,0,1.88858,5.32744,2.77706,6.79641,2.71698,0,8.35659,0
ENSMUSG00000093622,Gm20703,2,1,1,1,1,1,0,1,2,9,5,10,4,2,0,6
ENSMUSG00000093559,Gm20705,9,11,4,12,9,4,0,1,4,3,3,9,1,1,16,0
ENSMUSG00000093580,Gm20706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093594,Gm20707,177.327,190.069,158.651,103.392,124.017,53.2524,75.2847,122.921,128.287,215.802,162.538,295.233,211.575,85.9356,164.03,67.0646
ENSMUSG00000093485,Gm20708,16.5575,0,0.000000044,0,0,8.88395,15.9951,0,10.7577,29.3462,13.1782,17.3357,29.8419,0,19.7175,0
ENSMUSG00000093538,Gm20711,0,0,1,0,0,0,0,0,0,3,1,0,3,3,0,0
ENSMUSG00000093677,Gm20712,33.0214,47.4796,24.298,25.2269,22.6657,8,18,48.858,31.1447,69.0326,72.2211,97.8383,78.5698,50.2463,23.1181,31.3356
ENSMUSG00000093497,Gm20713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840493,0,0
ENSMUSG00000093570,Gm20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045929,Gm20715,3.8932,5,2,1.29773,1.16281,1.07128,0,4.20757,1,1,10.2135,6.00179,9.14664,3.00217,6,4.30805
ENSMUSG00000093752,Gm20716,5170.81,4971.03,4226.43,2860.82,3814.45,2069.72,2139.47,4957.4,3564.83,7540.51,6907.63,9292.88,6358.16,5006.16,3768.8,3350.42
ENSMUSG00000093695,Gm20717,9,5,4,8,3,2,0,3,2,8,17,17,10,3,20,4
ENSMUSG00000093708,Gm20718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090625,Gm20721,15122.9,13537,9709.14,8073.71,10151.3,4455.44,6448.18,14777.7,12827.3,23183.2,21802.9,21769.6,15633.9,10319.6,13001.2,8200.8
ENSMUSG00000076500,Gm20730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093387,Gm20732,2,5,2,0,0,0,0,1,0,1,1,2,2,1,0,1
ENSMUSG00000093993,Gm20736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095950,Gm20737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094575,Gm20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096755,Gm20746,40.5335,24.0872,14.7327,15.3063,18.3434,13.9262,5.53464,13.4314,29.9214,44.6876,44.5063,44.4783,39.93,24.0338,13.3142,13.9492
ENSMUSG00000094729,Gm20747,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098098,Gm20748,138.99986,132.9998,103.99999,63,94.00004,22,53,54,86.99997,200,163.0003,247.0001,156.99985,52.99999,90,33
ENSMUSG00000096049,Gm2075,2.9255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098040,Gm20757,6,7,3,6,5,3,0,4,2,6,5,6,6,2,0,0
ENSMUSG00000098092,Gm2076,3.41124,4.30713,0,2.98311,1.08556,0,0,1.09119,3.67367,19.1416,2.0033,4.49249,2.63164,6.87563,0,1.18257
ENSMUSG00000093919,Gm20760,1.59995,0,0,4.20801,0,0,0,2.55392,0,0,0,0,0,5.38577,0,0
ENSMUSG00000095022,Gm20765,0,0,1,4.12E-08,0,0,0,0,0,0,0.5,0,0,0,0,0
ENSMUSG00000096323,Gm20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095900,Gm20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075359,Gm20775,321.402,327.65,317.149,195.109,257.526,103.345,83.3912,254.531,241.873,404.491,451.37,603.43,343.766,320.531,262.96,156.99
ENSMUSG00000094813,Gm20777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095421,Gm20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096042,Gm20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095352,Gm20783,197,167,149,91,110,59,114,193,106,182,205,289,189,183,151,128
ENSMUSG00000095367,Gm20784,0,8.92345,6.69435,8.98444,0,0,0,0,0,4.71042,2.58741,7.89497,18.1753,0,0,0
ENSMUSG00000096032,Gm20791,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095784,Gm20793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094217,Gm20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095452,Gm20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093800,Gm20796,1.33257,0,0,0,0,2.51336,0,0,0,0,1.24989,0,1.33238,1.34568,0,0
ENSMUSG00000094844,Gm20796,0,0,0,0,0,0,0,0,0,0,0,1.1228,0,1.19576,0,0
ENSMUSG00000095803,Gm20796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096890,Gm20797,1,1,1,0,1,0,0,0,0,3,0,1,0,3,0,0
ENSMUSG00000096050,Gm20798,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094853,Gm20799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096234,Gm20800,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095067,Gm20801,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096636,Gm20803,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095014,Gm20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095378,Gm20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094739,Gm20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096266,Gm20808,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093868,Gm20809,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095830,Gm20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095508,Gm20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095808,Gm20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096227,Gm20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095634,Gm20816,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095888,Gm20818,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0
ENSMUSG00000094556,Gm20821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095172,Gm20822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093950,Gm20823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095324,Gm20825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094081,Gm20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094100,Gm20827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094838,Gm20828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096686,Gm20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094325,Gm20831,0,0,0,0,0,0,0,0,1,0,1,14.2668,0,0,0,0
ENSMUSG00000095242,Gm20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094492,Gm20836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096178,Gm20837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095011,Gm20838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095271,Gm20840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094279,Gm20841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093837,Gm20842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096902,Gm20843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094142,Gm20844,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095598,Gm20846,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096261,Gm20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095679,Gm20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095050,Gm20851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096666,Gm20852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096162,Gm20853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095650,Gm20854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000095793,Gm20855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093832,Gm20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096491,Gm20859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094744,Gm20860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095838,Gm20861,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096552,Gm20862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094857,Gm20863,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093848,Gm20865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096489,Gm20866,0,0.493938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096898,Gm20867,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096836,Gm20868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095148,Gm20873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096881,Gm20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095520,Gm20877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078747,Gm20878,42.95651691,28.8847,21.31996,17.51149,21.42516,11.75067,25.8793,34.13082,32.5504,70.20255,54.82607,77.70283,48.65151,21.579744,1.47619,17.609
ENSMUSG00000096226,Gm20880,0,0.493938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095055,Gm20881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095215,Gm20882,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095707,Gm20884,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095485,Gm20886,0,0.000391065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095397,Gm20887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094616,Gm20888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094425,Gm20889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094633,Gm20891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
