Gene_name,468-4_LPS,685-2_LPS-2,697-3_LPS-2,697-1_LPS-1,697-5_LPS,697-2_LPS,685-1_LPS,468-6_LPS,685-2_CTRL-3,697-3_CTRL-3,697-1_CTRL-3,468-4_CTRL,685-1_CTRL,697-5_CTRL,697-2_CTRL,468-6_CTRL
Nupr1,816,5045,2521,10492,12324,2524,19713,7559,2416,6178,4882,6435,5953,1162,6211,313
Nupr1l,2,4,4,8,18,8,9,17,6,13,4,21,13,6,16,2
Nus1,643,3348,1563,7650,7407,1918,10615,3682,1847,4163,3386,6545,5845,1799,7686,307
Nusap1,18,503,141,1059,100,73,615,23,423,503,713,266,449,40,514,2
Nutf2,45,257,146,392,352,67,588,261,154,301,242,428,343,111,396,15
Nutf2-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutm1,2,3,6,13,5,1,6,2,1,4,3,8,6,1,1,0
Nvl,149,1315,582,2306,1243,375,2699,796,804,1768,1360,1223,1387,333,1827,74
Nwd1,10,15,7,17,37,3,42,37,8,34,19,17,26,9,23,5
Nwd2,1,6,0,12,14,6,12,20,0,1,5,12,5,2,38,0
Nxf1,341,2562,1169,4453,5208,1223,8324,2631,1656,3313,2788,3084,4704,1099,5200,172
Nxf2,1,7,2,42,3,3,10,3,8,15,20,16,5,0,9,1
Nxf3,7,14,4,19,77,63,443,62,10,18,10,43,289,26,258,4
Nxf7,0,8,2,3,48,8,113,31,5,1,4,17,81,7,51,5
Nxn,332,2583,1883,4616,2436,549,4295,1953,2119,6319,4007,3715,3325,586,3514,167
Nxnl1,0,4,7,12,5,1,3,0,2,12,4,9,0,1,1,0
Nxnl2,1,13,2,10,19,12,57,21,13,14,12,19,86,9,66,4
Nxpe2,2,2,0,6,5,1,4,1,0,5,3,0,0,0,6,0
Nxpe3,25,172,111,274,363,111,621,183,89,266,156,342,266,83,311,25
Nxpe4,33,220,70,343,344,73,474,240,115,309,181,330,297,106,438,28
Nxpe5,0,5,0,10,28,25,25,0,4,13,15,30,30,11,223,1
Nxph1,3,7,0,23,59,20,73,13,1,8,0,10,5,4,9,0
Nxph2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nxph3,2,12,2,18,217,15,156,294,8,17,5,31,178,61,105,20
Nxph4,10,38,21,56,20,1,20,9,24,77,36,93,20,8,31,2
Nxt1,26,282,134,409,481,85,554,207,188,373,263,410,358,120,495,21
Nxt2,75,326,159,956,700,192,1095,377,208,514,453,757,661,181,808,35
Nyap1,103,556,344,900,640,110,749,360,368,963,729,1024,592,163,777,30
Nyap2,1,0,0,0,13,5,10,4,0,1,0,5,3,3,12,1
Nynrin,171,1473,1089,3242,739,151,1271,660,1714,4447,3427,2439,1812,268,1993,79
Nyx,3,15,4,25,43,4,97,60,18,19,27,20,63,13,31,8
OTTMUSG00000016609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oacyl,8,58,78,213,81,31,102,18,12,75,37,58,20,13,31,1
Oaf,333,2899,1074,4357,2638,586,2108,1335,1292,2594,2193,2875,954,478,1865,80
Oard1,36,358,164,591,494,101,799,420,274,631,469,544,620,177,766,34
Oas1a,65,107,33,177,2790,744,1427,262,12,27,19,53,92,81,387,2
Oas1b,36,305,81,756,749,421,1704,90,14,23,26,14,20,8,43,1
Oas1c,8,93,29,199,162,111,460,53,32,55,55,64,73,28,92,6
Oas1d,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Oas1e,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0
Oas1f,0,0,0,0,9,0,1,1,0,1,0,2,1,3,1,0
Oas1g,16,23,9,56,708,198,305,38,1,7,1,3,11,5,52,3
Oas1h,1,0,0,1,40,14,27,2,0,0,0,0,1,0,4,0
Oas2,53,150,52,318,2157,917,1574,177,3,0,3,22,13,16,99,2
Oas3,65,219,97,549,2023,947,1732,144,3,10,4,31,34,26,102,4
Oasl1,116,844,292,2326,2998,2019,7633,397,33,54,50,28,42,14,69,1
Oasl2,358,2376,698,6017,12741,5225,18539,1435,25,108,91,66,189,90,325,11
Oat,864,5829,3476,10390,8598,1809,13577,5767,4018,10719,7075,9075,8970,1982,10004,501
Oaz1,13,49,40,170,201,49,245,54,60,96,115,203,129,29,185,9
Oaz1-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaz2,107,601,383,1244,1360,260,2003,862,406,926,797,1086,1211,320,1244,78
Oaz3,0,0,3,5,11,2,10,4,0,1,3,6,7,2,6,0
Obfc1,55,551,215,895,538,114,1020,367,282,616,510,509,631,127,642,31
Obox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obox2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obox3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obox5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obox6,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1
Obp1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Obp2a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Obp2b,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Obscn,2,5,1,12,24,8,57,9,6,15,8,9,47,5,32,1
Obsl1,95,771,461,2269,707,129,1049,407,517,960,1156,785,628,115,620,25
Oc90,0,0,0,1,5,0,2,2,0,0,1,2,0,0,1,0
Oca2,0,0,2,2,3,0,1,0,0,0,2,1,2,1,1,0
Ocel1,14,71,30,119,129,19,140,64,56,121,84,138,116,49,186,6
Ociad1,747,4402,2150,7106,8217,2191,12159,4649,2392,6131,4194,6846,6560,1957,7849,401
Ociad2,24,122,68,208,527,41,207,323,140,300,234,376,212,150,255,44
Ocln,2,4,0,8,43,10,29,11,0,1,0,5,14,5,9,0
Ocm,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
Ocrl,193,1311,618,2475,1335,416,2485,923,944,2273,1478,1775,1663,411,2072,78
Ocstamp,0,1,0,2,2,0,2,0,1,1,1,2,0,0,2,0
Odam,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Odc1,285,1907,934,3785,2800,492,3540,1650,732,1903,1143,2331,2106,644,2037,146
Odf1,0,3,2,0,3,0,6,5,0,3,0,0,1,0,1,1
Odf2,286,2352,1192,4098,2321,621,5635,1631,1583,3454,2449,2886,3404,772,4119,147
Odf2l,79,534,214,1193,934,360,1782,501,330,732,521,686,743,220,990,27
Odf3,0,2,0,4,5,1,3,3,0,0,2,6,1,0,3,0
Odf3b,0,2,0,0,3,0,0,1,0,0,0,2,1,0,2,0
Odf3l1,0,2,0,4,4,0,0,2,4,0,4,8,0,0,0,1
Odf3l2,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0
Odf4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ofcc1,0,0,0,1,0,0,0,2,0,1,0,5,1,0,1,0
Ofd1,42,350,185,757,478,149,963,359,226,462,445,517,616,117,680,29
Ogdh,783,4869,2628,8528,9837,1884,12849,6382,2869,7700,4705,7258,7461,2614,10358,521
Ogdhl,227,1652,662,2636,3174,682,5321,2088,1187,2174,1977,2308,4072,783,4055,209
Ogfod1,165,1123,588,1992,1869,402,3200,1250,609,1519,978,1568,1825,487,2093,105
Ogfod2,70,453,261,692,824,104,982,559,316,732,556,832,797,277,941,52
Ogfod3,18,93,47,189,163,20,228,93,66,143,121,221,133,38,168,6
Ogfr,440,3169,1460,5888,8745,2700,12590,2380,1197,2751,1893,2485,2573,636,3247,113
Ogfrl1,46,363,131,858,427,217,843,193,215,493,494,556,490,109,848,16
Ogg1,31,271,142,437,526,75,519,255,192,435,295,504,390,116,471,28
Ogn,247,1896,741,11879,439,268,1477,381,3532,4302,12294,3558,1513,125,2038,52
Ogt,475,4550,1877,9534,6543,1878,10876,3735,3404,5976,5922,5205,7375,1999,9523,343
Oip5,3,82,25,198,40,29,186,21,84,93,132,61,97,8,137,0
Oit1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Oit3,3,17,4,25,55,10,43,11,5,21,19,60,40,6,86,1
Ola1,318,1552,834,3033,1591,441,3473,1068,970,2418,1890,3312,1987,418,2410,99
Olah,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Olfm1,57,216,188,507,561,56,262,340,150,612,370,616,223,177,370,32
Olfm2,42,170,187,280,332,49,180,105,81,432,149,387,127,74,179,12
Olfm3,1,0,0,1,3,2,1,3,0,0,1,3,1,0,0,0
Olfm4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Olfml1,0,5,1,9,5,2,5,57,11,6,35,6,24,1,18,0
Olfml2a,10,20,17,29,10,5,55,27,18,32,32,138,63,6,30,0
Olfml2b,267,1724,1189,2580,9524,751,8556,9664,1465,4189,1995,3391,8426,3028,6031,1271
Olfml3,46,494,152,1309,746,283,1561,462,557,399,869,481,1158,185,1891,36
Olfr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1002,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
Olfr1006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr101,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Olfr1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1033,4,36,28,205,114,44,417,120,46,132,112,35,153,14,167,8
Olfr1034,0,3,0,14,4,2,23,10,3,9,4,6,17,1,7,1
Olfr1036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1038-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Olfr1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1052,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Olfr1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Olfr1056,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Olfr1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1061,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Olfr1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1077-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr108,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Olfr1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1087,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Olfr1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr109,0,0,0,1,3,1,4,2,0,0,0,0,0,0,0,0
Olfr1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr110,0,1,0,1,10,1,10,1,2,0,1,3,4,2,7,0
Olfr1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr111,1,4,3,7,100,30,54,10,1,2,3,15,17,15,88,1
Olfr1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1116-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr112,1,0,0,0,8,9,4,0,0,0,0,0,0,0,10,0
Olfr1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Olfr1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1136,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Olfr1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr114,0,0,0,3,0,2,1,2,0,0,0,5,0,1,1,0
Olfr1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr115,0,1,0,4,9,0,3,0,0,0,0,0,0,0,2,0
Olfr1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr116,0,0,0,0,8,1,4,0,0,0,0,0,0,1,0,0
Olfr1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Olfr1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Olfr1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Olfr120,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Olfr1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1201,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Olfr1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr1214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Olfr1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olfr1222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Olfr1223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Olfr1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1234,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Olfr1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olfr1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Olfr1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Olfr1257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1260,0,1,0,1,0,0,1,0,0,0,0,0,3,0,3,0
Olfr1261,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
Olfr1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olfr1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1273-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1274-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
